date(UTC),海面気圧,地上気圧,東風,西風,気温,相対湿度,降水量,雲量,下行短波放射線フラックス
2022-05-28 00:00:00,100127.0641259583,97125.6877586586,2.3425077233650002,0.23853211804500002,22.140216317677016,54.690367846035,200.0,2.2699999959741035e-06,665.0
2022-05-28 01:00:00,100104.1283465633,97111.0088598458,2.538226384325,0.36697248930000004,23.39207868821802,49.674313015913995,-6.668500020623469e-06,2.2699999959741035e-06,802.35
2022-05-28 02:00:00,100057.7980721854,97081.6510622202,2.831804375765,1.0764526352800001,24.285892739836015,46.495414070075995,-6.668500020623469e-06,2.2699999959741035e-06,906.1825
2022-05-28 03:00:00,100088.5320165747,97107.3391351426,2.6544343392700003,1.694189658935,24.18919355881303,53.357799096012,200.0,0.14666893000799774,665.0
2022-05-28 04:00:00,100063.3026592402,97083.4859245718,2.5565750087900003,1.9388379851350002,24.12124278295903,56.46789070536,-6.668500020623469e-06,0.6833355723099999,919.2615000000001
2022-05-28 05:00:00,100053.6696318943,97079.8161998686,2.4342508456900003,2.10397560532,24.44531571395504,55.162844889933,-6.668500020623469e-06,1.8550021857830004,832.28
2022-05-28 06:00:00,100046.7888980758,97076.1464751654,2.22629976842,1.8899083198950002,24.670075972549057,51.162845061981,200.0,10.156668475554,665.0
2022-05-28 07:00:00,100065.5962371797,97086.2382180992,2.293578058125,1.7675841567950001,24.40872683464903,51.848624848998,-6.668500020623469e-06,28.808334295435,523.6525
2022-05-28 08:00:00,100059.1742189491,97088.9905116266,1.9816514422200002,1.06422021897,24.019316619178028,51.41743220699399,-6.668500020623469e-06,21.240001305704,322.8755
2022-05-28 09:00:00,100108.2567868544,97127.5226210102,1.0886850515900002,0.9785933048000001,22.48519717970504,58.860092437329,200.0,19.091668069904998,665.0
2022-05-28 10:00:00,100245.8714632244,97255.9629856222,0.8501529335450001,1.11314988421,21.562634722918006,59.323395169695,-6.668500020623469e-06,30.225000897784998,22.755499999999984
2022-05-28 11:00:00,100314.2200858215,97305.5042691154,1.2477064636200002,1.21100921469,21.024255498844013,60.834862994592,-6.668500020623469e-06,25.731667768449,0.0004999999999881766
2022-05-28 12:00:00,100372.9356810727,97369.7244514214,-0.348623864835,0.7889908519950001,19.709669335207025,66.105504969726,200.0,44.775000237214996,665.0
2022-05-28 13:00:00,100455.0457713068,97440.366651958,-0.40366973823,0.862385349855,18.763585456009025,70.11467910921,-6.668500020623469e-06,73.58333226265,0.0004999999999881766
2022-05-28 14:00:00,100541.284301832,97513.761146022,-0.7400611867550001,1.009174345575,17.895906318181005,74.401376172537,-6.668500020623469e-06,71.973332335744,0.0004999999999881766
2022-05-28 15:00:00,100464.2200830648,97452.29325724341,-0.7094801459800001,1.7125382834,17.760004766473003,75.325688059386,200.0,57.274999669715,665.0
2022-05-28 16:00:00,100514.6787977338,97496.3299536818,-0.605504607345,1.535168246905,17.956016619898037,72.194954249091,-6.668500020623469e-06,62.939999412524,0.0004999999999881766
2022-05-28 17:00:00,100583.0274203309,97540.3666501202,-1.4984709979750002,0.43425077900500003,17.025613688974033,76.227064167405,-6.668500020623469e-06,48.291666744225,0.0004999999999881766
2022-05-28 18:00:00,100588.5320073857,97562.3849983394,-0.825688100925,1.681957242625,16.076916318397025,75.931192620498,200.0,49.268333366551,665.0
2022-05-28 19:00:00,100626.1466855935,97588.9905024376,-1.06422021897,1.3455657941,15.48104028398501,73.676605561509,-6.668500020623469e-06,34.570000700522,0.0004999999999881766
2022-05-28 20:00:00,100647.7063182248,97614.67857536,-1.0764526352800001,1.0458715945050001,15.405249033994039,71.00917448358,-6.668500020623469e-06,23.925001183804998,5.002499999999941
2022-05-28 21:00:00,100671.1008132077,97635.7794924034,-0.7645260193750001,0.37920490561000003,17.137993818271013,70.564220374278,200.0,2.2699999959741035e-06,665.0
2022-05-28 22:00:00,100688.07328996,97646.78866651299,-0.02446483262,0.262996950665,19.124247266311045,70.135321310157,-6.668500020623469e-06,2.2699999959741035e-06,266.56199999999995
2022-05-28 23:00:00,100659.6329235102,97647.7060976888,0.78287464384,-0.02446483262,21.779554507375053,61.619266630578,-6.668500020623469e-06,2.2699999959741035e-06,464.9405
