date(UTC),海面気圧,地上気圧,東風,西風,気温,相対湿度,降水量,雲量,下行短波放射線フラックス
2022-12-22 00:00:00,99555.5045034349,96432.1097897538,-2.538226384325,-0.5993883991900001,8.518699250329007,97.022934832566,200.0,76.123332147334,665.0
2022-12-22 01:00:00,99344.9540485888,96233.944655781,-1.5474006632150001,-0.642201856275,9.234795888175029,95.715595439256,2.030574438959974,58.984999592080996,91.36900000000003
2022-12-22 02:00:00,99211.009096922,96111.0088782238,-1.7492355323300002,-0.22629970173500003,9.733972741564003,95.577980766276,1.10702700755499,47.461666781907,149.60950000000003
2022-12-22 03:00:00,99147.2476302039,96058.71530120319,0.8746177661650001,0.458715611625,10.797663732817057,92.52293502612,200.0,96.631664549589,665.0
2022-12-22 04:00:00,99147.7063457918,96049.5409894452,0.727828770445,-0.26911315882000003,9.95089252602105,95.077980787782,0.09173645382497853,71.386665695712,55.63749999999993
2022-12-22 05:00:00,99093.1191908317,96016.5134671164,3.0948013264300003,1.192660590225,11.981575327504004,75.66513758607,-6.668500020623469e-06,17.725001465284997,273.30649999999997
2022-12-22 06:00:00,98984.4035964994,95920.1831936574,3.48623864835,1.4984709979750002,12.143611793002037,70.247706626424,200.0,2.4900021569539987,665.0
2022-12-22 07:00:00,99038.0733202837,95963.30245891999,3.8776759702700003,1.7003058670900002,11.207981879320016,66.14678937162,-6.668500020623469e-06,2.8316688081090007,139.72849999999994
2022-12-22 08:00:00,99184.4035928238,96087.155667653,4.287461916655,1.72477069971,10.167812310478041,66.454128807942,-6.668500020623469e-06,4.541668730474996,13.243499999999926
2022-12-22 09:00:00,99139.9081807975,96033.9446594566,4.2446484595700005,0.862385349855,9.341949034714048,58.60091813655,200.0,0.3416689211549979,665.0
2022-12-22 10:00:00,99349.5412044678,96222.0180504956,4.116208088315,0.666666688895,8.309619940009043,58.660551161507996,-6.668500020623469e-06,1.4166688723500016,0.0004999999999881766
2022-12-22 11:00:00,99498.1650549474,96361.4675892172,3.957186676285,0.9051988069400001,7.690222483186005,54.61467977589599,-6.668500020623469e-06,2.2699999959741035e-06,0.0004999999999881766
2022-12-22 12:00:00,99493.5778990684,96348.623552756,4.46483195315,0.7094801459800001,6.9741258453400405,42.357799569144,200.0,2.2699999959741035e-06,665.0
2022-12-22 13:00:00,99583.4861542968,96427.5226338748,4.385321247135001,0.6238532318100001,6.14303558681803,41.644496847530995,-6.668500020623469e-06,2.2699999959741035e-06,0.0004999999999881766
2022-12-22 14:00:00,99671.1008315857,96499.0822655872,4.048929798610001,0.532110109485,5.4818222679310225,43.938074730531,-6.668500020623469e-06,2.2699999959741035e-06,0.0004999999999881766
2022-12-22 15:00:00,99567.8898243082,96398.1648362492,3.7737004316350005,0.5932721910350001,5.327626276570015,45.594037962057,200.0,1.3183355434809982,665.0
2022-12-22 16:00:00,99595.8714751701,96421.1006156442,3.669724893,0.5688073584150001,4.669026449062017,49.362386423825996,-6.668500020623469e-06,8.35000189091,0.0004999999999881766
2022-12-22 17:00:00,99630.2751442626,96446.7886885666,3.8532111376500002,0.556574942105,4.052242483618045,56.649083358117,-6.668500020623469e-06,5.761668675087002,0.0004999999999881766
2022-12-22 18:00:00,99577.981567242,96397.2474050734,4.446483328685,0.35474007299000004,3.924181406047012,52.977065167434,200.0,3.0766687969859987,665.0
2022-12-22 19:00:00,99645.8714742512,96456.88043150041,4.666666822265,0.6483180644300001,3.2734220526760396,51.580276236687,-6.668500020623469e-06,24.610001152705998,0.0004999999999881766
2022-12-22 20:00:00,99759.1742244625,96546.7886867288,4.899082732155001,0.6544342725850001,2.4501722682910554,49.217891017197,-6.668500020623469e-06,22.606667910324,0.0004999999999881766
2022-12-22 21:00:00,99730.7338580127,96522.935476158,5.559633212895,0.458715611625,2.4919881303550255,38.194955711499,200.0,2.2699999959741035e-06,665.0
2022-12-22 22:00:00,99787.6145909123,96564.219879069,5.363914551935,0.22018349358,1.4335241218600459,37.169726397797994,-6.668500020623469e-06,2.2699999959741035e-06,0.36950000000001637
2022-12-22 23:00:00,99838.9907367571,96615.5960249138,4.874617899535,0.25688074251000004,1.0963837339690485,40.325689564806,-6.668500020623469e-06,2.2699999959741035e-06,78.37199999999996
